nama_outlet|nomor_XL|alamat|kecamatan|member/cvs|no_cvs|sd|site
SKM-RIVAL CELL|085920072155|Kp parahu rt 004/004,,|SUKAMULYA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
BLJ1-GOPLYN CELL|085920072152|Perum Villa Balaraja blok m8 no 11,,|BALARAJA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
SKM-WULAN CELL|085920072131|Kp gerobogan,,|SUKAMULYA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
SKM-KESYA CELL|085920072122|,,|SUKAMULYA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
MIKI CELL|081912515381|JL.RAYA SERANG KP.CARIU RT 01/03 DS.TOBAT,PERMANEN,TANGERANG|SUKAMULYA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
BLJ1-BANGKIT CELL|081908330160|BUMI ASRI BALARAJA BLOK B1 NO.10 RT 10/02,PERMANEN,kab. tangerang|BALARAJA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
BLJ_KLATEN CELL|081908249486|PERUM.VILLA BALARAJA BLOK P10 NO.34 RT 03/06,PERMANEN,kab. TANGERANG|BALARAJA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
BLJ1-THUFATUL CELL|081908249322|KP.SAGA RT 06/02 NO.17 DS.SAGA KEL.SAGA,PERMANEN,TANGERANG|BALARAJA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
BLJ1-ANEKA CELL|081908247787|JL.RAYA KRESEK DEPAN PS. SENTIONG NO.12,PERMANENT,TANGERANG|BALARAJA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
SKM-IHWAN CELL|081908247489|JL.RAYA KRESEK KP.MERAK BENGKEL,MOBILE,TANGERANG|SUKAMULYA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
SKM-ANISA CEL|081906399463|KP. PARAHU RT 04/04 PARAHU ,PERMANEN ,kab. tangerang|SUKAMULYA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
SKM_KIKI CELL|081906398608|KP. VILLA BALARAJA BLOK 5 RT 01/06,PERMANENT,kab. tangerang|BALARAJA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
SKM-JURAGAN PULSA|081806613124|kp cibetok kec gunung kaler,,TANGERANG|SUKAMULYA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
BLJ-22 CELL|081806613119|kp renged kec kresek,,TANGERANG|SUKAMULYA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
BLJ-LEYDIA CELL|081806610232|KP.TOBAT RT.  4 RW.  2 DESA.SENTUL JAYA KEC.BALARAJA KAB.TANGERANG,,Kab Tangerang|BALARAJA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
SKM-BNK CELL|081806610020|,,|SUKAMULYA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
SKM-AMAN CELL|081806610016|,,|BALARAJA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
SKM-ADELL CELL|081806610014|,,|BALARAJA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
SKM-RANGKO CELL|08176095420|JL.RAYA PERAHU DESA PERAHU NO.12,PERMANEN,TANGERANG|SUKAMULYA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
BLJ1-CAHAYA 1|08176095415|JL.RAYA KRESEK PERUM.VILLA BALARAJA G5 RT 01/05,PERMANEN,kab. tangerang|BALARAJA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
ANK2 CELL|08176095371|JL.RAYA KRONJO PASAR CAYUR RT 05/01,DEPAN YAYASAN AL-AROBI,NA,kab. tangerang|BALARAJA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
SKM-DINI CELL|08176085231|JL.RAYA KRESEK DESA MERAK NO.10 RT 03/01,PERMANEN,TANGERANG|SUKAMULYA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
SKM-KUMIS CELL|08176085230|JL.RAYA KRESEK KP.MERAK BENGKEL,NA,TANGERANG|SUKAMULYA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
NAURO CELL|08176085025|JL RAYA KRESEK BALARAJA RT 02/10,SMPNG JMBTN SELON,PERMANEN,TANGERANG|SEPATAN|AHMAD HUMAEDI|087774400405|085921261415|cikupa
SKM-AZAM CELL|08170748671|JL.RAYA KRESEK KP.CARINGIN RT 01/01 KEL.SAGA,PERMANEN,TANGERANG|SUKAMULYA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
AHA|08170748665|JL. RAYA KRESEK KP. SAGA RT 06/04 SAGA BALARAJA,PERMANEN,kab. tangerang|BALARAJA|AHMAD HUMAEDI|087774400405|085921261415|cikupa
VJ CEL|087897633387|KP TANJAKAN DS TANJAKAN RT 001/002,,TANGERANG|-|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
FIKRIE CELL|087897633377|KP.KRESEK KEC.KRESEK,,TANGERANG|-|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
BAGAS CELL|087897633362|kp.pasirkiang ds.solear kec.solear tange,,TANGERANG|-|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
bohay cell|087897633357|kp.kikik ds.nanggung kec.kopo serang,,TANGERANG|-|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
MUNAH CELL|087887724485|JLN. KRESEK PASAR RENGET,PERMANENT,TANGERANG|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
WANK CELL|087887721284|JLN. RAYA KRESEK KP. ONYAM KEC. GUNUNG KALER,PERMANENT,kab. tangerang|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
SUKMA CELL|087887721283|JL. RAYA KRESEK ONYAM KEC. GUNUNG KALER,PERMANENT,kab. tangerang|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
TIAN CELL|087885782474|JL. RAYA KRESEK KEDUNG RT 02/01,DPN BTS XL KEDUNG KRONJO,PERMANEN,TANGERANG|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
KRS-INDAH CELL|087885782443|JL.RAYA KRESEK PASAR KRESEK RT 05/02,SMPNG TK MAS INDAH,PERMANEN,kab. tangerang|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
LENTERA CELL|087884214299|JL. RAYA KRESEK RENGED RT004/02, SMPNG JAYA DISEL,PERMANEN,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
SOB CELL|087880291728|JL. RAYA KRESEK GUNUNG KALER RT03/01 (JEMBATAN KARANG BETAK),PERMANEN,TANGERANG|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
MINAH CELL|087880291709|JL. RAYA KRESEK KEDUNG GUNUNG KALER RT 01/04,SMPNG JMBTN RTK,PERMANEN,tangerang|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
SKM-TIKA CELL|087880291693|JL. RAYA KRESEK TANJAKAN RT 05/11,JLN PNTU AIR PTRSNA,PERMANEN,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
KRS-AY CELL|087880173781|JL.RAYA KRESEK KP.KANDANG GEDE RT03/02 (DPN MASJID AL-ROHANIYAH),PERMANEN,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
FIKRY CELL|087880173656|TAMAN GRIYA ISLAM BLOK S1 NO. 20 RT 16/06 ,PERMANEN,kab. tangerang|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
KRS-ADIT CELL|087877007445|JL.RAYA KRESEK PASAR RT 04/04 , DEPAN POLSEK KRESEK,PERMANEN,kab. tangerang|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
ZIDAN CELL|087815870508|DS.CAKUNG KEC.KRESEK,,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
VIA CELL|087785473713|KP.KIRABUN KEC.KRONJO,,TANGERANG|KOSAMBI|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
BINTANG CELL|087785473712|JL.RAYA KRONJO KEC.KRONJO,,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
BINONG CELL|087785473711|jl.galuga binong curug tangerang,,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
BENI CELL|087785473661|kp ketos,,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
BLACK CELL|087785473568|perum sari bumi binong curug,,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
BLUE CELL|087785473567|jl.raya parigi ds.parigi binong curug,,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
BUMI CELL|087785473558|HARAPAN INDAH MEDAN MERDEKA,,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
AZKA CELL 4|087785473522|KP.CIDENG KEC.KRESEK,,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
KRS-PANDI CELL|087772382931|,,|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
GNK-MAY CELL|087772382913|,,|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
KRS-ULUM CELL|087771586252|JL. RAYA KRESEK RT 02/02,PERMANENT,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
GNK-KATIB CELL|087771583340|KP. BEDUGLORA DS. ONYAM RT 04/03 KEC. GUNUNG KALER,PERMANENT,TANGERANG|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
GONDES CELL|087771583328|DS. KARANG JETAK RT 09/03 KEC. GUNUNG KALER,PERMANENT,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
NIZAM CELL|087771583327|DS. ONYAM RT 02/01 KEC. GUNUNG KALER,PERMANENT,kab. tangerang|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
GNK-KARTIKA CELL|087771583231|DS. CARENANG RT 03/02 KEC. GUNUNG KALER,PERMANENT,kab. tangerang|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
GNK-DIAN CELL|087771583197|JL. RAYA KRESEK ONYAM RT 05/01,PERMANENT,kab. tangerang|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
RIKA CELL|087771561661|JL. RAYA KRESEK CIPENG RT 05/01 ,PERMANENT,kab. tangerang|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
KRS-ASYRAF CELL|087771465874|JL. RAYA KRESEK PASAR RT 03/03,DEPAN BRI KRESEK,PERMANEN,kab. TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
SKM-UNES CELL|087771465871|KP. RENO DS. GEMBER RT 005/001 GUNUNG KALER ,PERMANEN,TANGERANG|BALARAJA|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
KRS-WAN CELL|087771250522|JL.RAYA KRESEK,PASAR KRESEK RT 02/02,SMPNG MKAM KRESEK,PERMANEN,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
BADUY CELL|085921263418|KP. CISUMUR DS. WANAKERTA SINDANGJAYA,,Kab. Tangerang|SUKAMULYA|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
KRS-GRIYA CELL|085921263214|,,|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
DEDE CELL|085921263167|,,|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
KRS-AERISS CELL|085921261268|,,|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
GNK-SARA CELL|085921260565|,,|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
NEW CELL|085920072194|,,|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
GNK AGNIA CELL|081908330052|JL.RAYA KRONJO JENGGOT RT 02/06,JENGGOT MEKAR BARU,PERMANEN,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
GNK-AA KEDUNG CELL|081908249575|JL.SYEH NAWAWI TANARA KP. KEDUNG  RT 008/002,PERMANEN,TANGERANG|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
GNK-WATI CELL|081908248839|JL.SYEH NAWAWI KP.SEGEROK RT012/04 KEL.GUNUNG KALER,PERMANEN,TANGERANG|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
KRS-DIRMAN CELL|081908246423|JL. RAYA KRESEK RENGED RT 04/04 SMPG JMBTN RENGED,PERMANEN,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
GNK-ENDRA CELL|081906399728|JL. RAYA KRONJO KM. 6 KP. CAYUR TEGAL DS. RANCAILAT,PERMANEN,kab. tangerang|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
SKM-FARISSSSS CELL|081906399539|JL. KRESEK KP. SOGE RT 012/04,PERMANEN ,kab. tangerang|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
GNK-INTAN CELL|081906399446|JL. GUNUNG KALER ONYAH KP. SALAWE DS. ONYAH RT 003/002,PERMANEN ,kab. tangerang|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
GNK-BUANA CELL|081906399405|JL. GUNUNG KALER ONYAM KP. GUNUNG KALER RT 001/001,PERMANEN ,TANGERANG|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
KRJ-ZENI CELL|081906399398|KP. GAGA KIDUL DS. ONYAM RT 003/001 ,PERMANEN,kab. tangerang|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
GNK-GINA CELL|081906399242|KP. KARANG SETAK DS. KANDAWATI ,PERMANEN ,kab. tangerang|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
GNK-ALHAM CELL|081906399174|JL.ONYAM KP. SLAWE DS. GUNUNG KALER RT 003/002,PERMANEN ,kab. tangerang|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
GNK-MIAH CELL|081906398579|JL. RAYA KRESEK KP. GAGA DS. ONYAM RT 02/02,PERMANEN ,kab. tangerang|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
KRS-ITA CELL|081906398541|KP. KOPER DS. KOPER RT 03/02 CIKANDE,PERMANEN ,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
TAJUL CELL|081806613112|KP.KRESEK KEC.KRESEK,,TANGERANG|GUNUNG KALER|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
HARI CELL|081806613110|KP.PASIR AL AMIN KEC KRESEK,,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
MAUDI CELL|081806613109|KP.KUWARON KEC.BINUANG,,TANGERANG|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
AZKA CELL|081806610070|,,|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
NAYLA CELL|081806610002|,,|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
KRS-ADIT 2 CELL|08176095566|JL.RAYA KRESEK rENGED RT 04/04,DEPAN POLSEK KRESEK,PERMANEN,kab. tangerang|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
FADLY CELL|08176095517|JL. RAYA KRESEK PASAR RT 05/03,SMPNG TERAS BRI,PERMANEN,kab. tangerang|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
KRS-A&A CELL|08170748568|JL.RAYA KRESEK PASAR RT 05/05 DEPAN POLSEK KRESEK,PERMANEN,kab. tangerang|KRESEK|AHMAD NURDIN LUBIS|087777781554|085921261415|cikupa
NOVI 2|087897633396|Tangerang,,TANGERANG|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
RIEKY CELL|087897633341|Jakarta,,TANGERANG|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
DOA SEPUH CELL 1|087885787772|Jl.raya serang km.12.6 Kp.pulo rt05/10 No.11,,tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
PB CELL CKP|087885787640|kp.pengkolan desa pasir gadung cikupa,,Tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
VANESSA CELL|087885787638|Jl.Raya Curug RT 19/04,,|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
NACA CELL|087885783392|kp.sempur rt.12/03,,Kab. Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
UUS CELL|087885783390|Desa kadu rt.04 A/01 no.47,,kab. Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
ANDA CELL|087885783359|KP GEBANG RT 04/05 DS SUKADAMAI,,tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
NARTY CELL|087885780478|Desa kadu rt.04 A/01 no.18,,Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
ANGGI 1 CELL|087885780472|JL Telesonik Bunder RT.01/02,,Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
ALESHA CELL|087815870464|tangerang,,TANGERANG|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
KLP2 CELL|087785473752|kp. mengger karang asem,,TANGERANG|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
LOGIS CELL|087785473737|jalan kedaung satu,,TANGERANG|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
IYAN CELL|087785473666|KP SUNGAPAN,,TANGERANG|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
DANI 2|087785470475|Tangerang,,TANGERANG|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
RB CELL|087785470469|Tangerang,,TANGERANG|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
HENDRO CELL|087785470467|Tangerang,,TANGERANG|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
EEN CELL|087785470466|Tangerang,,TANGERANG|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
ZIDANE CELL|087772990120|JL.TELESONIK KP.BUNDER RT 02/04,,tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
AMY CELL|087772990116|Kp.sempur kadu rt.15 A,,kab. Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
KLP 1-ALUL RIZKY CELL|087772610080|Perumvilla Rizky Ilhami A no. 8,,Tangerang|-|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
HANNA CELL|087772382985|,,|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
ZAHRA CELL|087772382920|jl raya serang cikupa,,Kab. Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
DINA 1|087772090110|Jl.Raya Curug RT 13/03 ,,Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
ARIE CELL|087771674085|KP.KADU RT.01A/001,,Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
MAST BEST|087771674023|Jl.Raya serang km 12,,Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
NADIA CELL|087771673659|Jl.raya serang km 16.5,,Tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
IPANK CELL CKP|087771673287|Raya Serang Kp.Bunut rt 3/2 PASIRJAYA,,Tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
AMEL CELL|087771668119|Desa kadu rt.01/01 no.23,,Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
NAZAR CELL|087771668116|Jl Raya Curug Km.06,,Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
ANS 2 CELL CKP|087771668115|Jl Raya Serang Km 10 Ds Bulakan Rt 01/02,,Tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
DUA PUTRA CELL CKP|087771668069|Perum griya yasa,,tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
MALIES CELL CKP|087771668061|Jl.raya serang km.13,5 kp.jengkol Rt.01/06 No.73,,Tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
MENA CELL|087771668050|KP CIREWED RT 03/03 DESA SUKADAMAI BELAKANG SEKOLAH MUHAMMADIYAH,,tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
SISKA CEL|087771668037|kp kadu gang armada kav 9 rt 01/02 ds kadu jaya,,tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
SINAR CELL 1CKP|087771667863|Raya Serang Km14 Depan Citra Raya,,Tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
USTAD CELL|087771667840|Jl Raya Otonom Telaga Belakang Amex Cell Rt 07/03 cikupa,,tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
DOA SEPUH 2|087771640159|kp.pulo bitung jaya raya serang,,|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
ANGGI 3|087771640144|kp.pasir randu ds.bojong kec.curug rt.04/01,,Kab. tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
MENTARI 2 CELL|087771640066|Jl.kp gebang,,|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
CKP-AIK CELL|087771582460|JL Raya serang km 13,,Tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
ALPONSEL 2|087771582430|Jl dukuh rt02/03,,Tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
SURYA CELL CKP|087771582271|Desa cirewet,,Tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
PRATAMA CELL|087771582175|Jl.raya serang pengkolan 2/1,,Tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
SIXTEEN CELL|087771582157|Jl.telesonik bunder kp.kadu desa bunder,,TANGERANG|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
ELLO CELL CKP|087771561023|JL.RAYA SERANG KP.PENGKOLAN RT 01/014,,tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
ZACKY CELL|087771560616|kp.kontrakan rt.02/08,,Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
MONICA CELL|087771466030|Desa kadu rt.17/04 no.285,,Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
MENTARI CELL CKP|087771466029|JL.kp gebang cirewed sukadamai,,tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
CEPI CELL|087771413639|kp.kadu rt.03/01 desa kadu,,tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
SANTO CELL|087771250600|JL.Telesonik kp bunder rt.09/02,,|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
ADM CELL|087771028064|kp.kadu rt.01c/001,,Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
DNH CELL|087771012214|Desa kadu rt.003/001 samping warteg,,Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
INDI CELL|085959996528|Jl Raya Serang Km 12.5 Ds Pasir Jaya Rt 01/03 No 53,,tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
TRIJAYA CELL|085921263656|,,|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
SAHABAT CELL CKP|085921263317|DS.SUKADAMAI KP.CEREWET RT 02/01,SMALL,Kab. Tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
SORIA CELL|085921263272|PASIR JAYA RT. 046/03 ,,TANGERANG|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
KHALIFAH CELL|085921260617|,,kab. tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
NILAM CELL|085921260471|PASIR GADUNG,SMALL,Kab. Tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
ALPONSEL CELL CKP 1|085921260450|,,|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
TIAS CELL CKP|085921260449|,,|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
HAIDAR CELL|085921260448|,,|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
OI CELL CKP|085921260443|,,|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
DINA 2|085921260432|,,|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
RASTY CELL|085921260431|,,|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
PUTRI 2|085921260430|,,|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
RIZZY CELL|085921260324|,,|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
ZAHRA CELL|085921199377|JL.RAYA SERANG,Ds,PASIR GADUNG,,Tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
FAUZAN CELL|081932463921|Jl Raya Cukang Galih Rt.07/04,,|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
HOKI CELL|081932428998|Jl.Raya Curug RT 02/08,,Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
DANI CELL CKP|081906753982|Jl.Raya Kelapa Dua,,Tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
NAJHAF CELL|081906753933|kp.pos bitung,,Tangerang|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
MCS CELL CKP|081906753910|Jl 0tonom rt 08/02,,Tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
YAFI CELL CKP|081906387433|Desa cirewet sukadamai,,tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
ELIA CELL|081905687293|Jl Raya serang Km 15 Ds Peusar Rt 04/05 No 16,,tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
ZONET CEL|081905153022|Jl Raya Serang Km 12 Ds Suka Damai Rt 05/02 No 11,,|PASARKEMIS|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
ELZA CELL|081808834819|Jl.raya serang km.13,8 samping bengkel las SAHABAT,,tangerang|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261415|cikupa
TIKA CELL|081806613264|CIPETE tangerang,,TANGERANG|-|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
AULIA CELL|081806613178|KP CIPETE KECAMATAN PINANG KOTA TANGERANG,,TANGERANG|CURUG|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
ALIF CELL|081806613177|KP pasir JAYA kelurahan pasir JAYA KECAMATAN cikupa,,TANGERANG|CIKUPA|AHMAD SAEPUDIN|087771762777|085921261400|cikupa
